timestamp,temperature,humidity,last_drank
2024-04-01T09:07:00,31.85,65.11,2024-04-01T09:00:00
2024-04-01T09:07:10,31.45,65.05,2024-04-01T09:00:00
2024-04-01T09:07:20,32.91,67.44,2024-04-01T09:00:00
2024-04-01T09:07:30,32.62,64.89,2024-04-01T09:00:00
2024-04-01T09:07:40,30.99,67.24,2024-04-01T09:00:00
2024-04-01T09:07:50,30.37,65.04,2024-04-01T09:00:00
2024-04-01T09:08:00,30.02,67.99,2024-04-01T09:00:00
2024-04-01T09:08:10,30.86,68.95,2024-04-01T09:00:00
2024-04-01T09:08:20,32.52,66.23,2024-04-01T09:00:00
2024-04-01T09:08:30,32.43,69.87,2024-04-01T09:00:00
2024-04-01T09:08:40,32.62,70.96,2024-04-01T09:00:00
2024-04-01T09:08:50,31.8,68.32,2024-04-01T09:00:00
2024-04-01T09:09:00,32.51,70.53,2024-04-01T09:00:00
2024-04-01T09:09:10,33.52,74.57,2024-04-01T09:00:00
2024-04-01T09:09:20,34.76,70.64,2024-04-01T09:00:00
2024-04-01T09:09:30,34.69,69.59,2024-04-01T09:00:00
2024-04-01T09:09:40,36.24,67.32,2024-04-01T09:00:00
2024-04-01T09:09:50,37.0,71.88,2024-04-01T09:00:00
2024-04-01T09:10:00,37.0,67.52,2024-04-01T09:00:00
2024-04-01T09:10:10,36.77,70.89,2024-04-01T09:00:00
2024-04-01T09:10:20,37.0,72.96,2024-04-01T09:00:00
2024-04-01T09:10:30,37.0,70.36,2024-04-01T09:00:00
2024-04-01T09:10:40,35.65,74.68,2024-04-01T09:00:00
2024-04-01T09:10:50,34.86,77.32,2024-04-01T09:00:00
2024-04-01T09:11:00,34.41,73.26,2024-04-01T09:00:00
2024-04-01T09:11:10,35.1,73.35,2024-04-01T09:00:00
2024-04-01T09:11:20,35.12,74.39,2024-04-01T09:00:00
2024-04-01T09:11:30,36.08,79.24,2024-04-01T09:00:00
2024-04-01T09:11:40,35.39,80.0,2024-04-01T09:00:00
2024-04-01T09:11:50,33.74,76.05,2024-04-01T09:00:00
2024-04-01T09:12:00,34.33,79.28,2024-04-01T09:00:00
2024-04-01T09:12:10,33.52,78.34,2024-04-01T09:00:00
2024-04-01T09:12:20,34.94,80.0,2024-04-01T09:00:00
2024-04-01T09:12:30,34.47,80.0,2024-04-01T09:00:00
2024-04-01T09:12:40,35.3,77.99,2024-04-01T09:00:00
2024-04-01T09:12:50,34.75,77.98,2024-04-01T09:00:00
2024-04-01T09:13:00,33.77,77.12,2024-04-01T09:00:00
2024-04-01T09:13:10,32.61,73.06,2024-04-01T09:00:00
2024-04-01T09:13:20,31.34,68.4,2024-04-01T09:00:00
2024-04-01T09:13:30,30.42,66.18,2024-04-01T09:00:00
2024-04-01T09:13:40,29.27,68.78,2024-04-01T09:00:00
2024-04-01T09:13:50,30.39,70.74,2024-04-01T09:00:00
2024-04-01T09:14:00,28.64,68.98,2024-04-01T09:00:00
2024-04-01T09:14:10,30.05,71.75,2024-04-01T09:00:00
2024-04-01T09:14:20,30.83,68.11,2024-04-01T09:00:00
2024-04-01T09:14:30,31.64,66.75,2024-04-01T09:00:00
2024-04-01T09:14:40,31.41,63.6,2024-04-01T09:00:00
2024-04-01T09:14:50,31.96,65.85,2024-04-01T09:00:00
2024-04-01T09:15:00,31.95,67.96,2024-04-01T09:00:00
2024-04-01T09:15:10,32.05,67.34,2024-04-01T09:00:00
2024-04-01T09:15:20,33.01,65.76,2024-04-01T09:00:00
2024-04-01T09:15:30,31.35,67.83,2024-04-01T09:00:00
2024-04-01T09:15:40,31.54,69.31,2024-04-01T09:00:00
2024-04-01T09:15:50,30.56,72.83,2024-04-01T09:00:00
2024-04-01T09:16:00,32.4,72.57,2024-04-01T09:00:00
2024-04-01T09:16:10,32.07,73.37,2024-04-01T09:00:00
2024-04-01T09:16:20,33.41,73.68,2024-04-01T09:00:00
2024-04-01T09:16:30,32.97,76.04,2024-04-01T09:00:00
2024-04-01T09:16:40,32.01,80.0,2024-04-01T09:00:00
2024-04-01T09:16:50,32.4,80.0,2024-04-01T09:00:00
2024-04-01T09:17:00,33.88,75.9,2024-04-01T09:00:00
2024-04-01T09:17:10,34.87,74.39,2024-04-01T09:00:00
2024-04-01T09:17:20,35.12,70.67,2024-04-01T09:00:00
2024-04-01T09:17:30,34.92,70.35,2024-04-01T09:00:00
2024-04-01T09:17:40,35.69,72.88,2024-04-01T09:00:00
2024-04-01T09:17:50,34.75,72.16,2024-04-01T09:00:00
2024-04-01T09:18:00,33.26,67.95,2024-04-01T09:00:00
2024-04-01T09:18:10,33.22,67.0,2024-04-01T09:00:00
2024-04-01T09:18:20,31.86,66.41,2024-04-01T09:00:00
2024-04-01T09:18:30,31.03,68.56,2024-04-01T09:00:00
2024-04-01T09:18:40,30.97,73.17,2024-04-01T09:00:00
2024-04-01T09:18:50,31.95,74.24,2024-04-01T09:00:00
2024-04-01T09:19:00,31.63,74.94,2024-04-01T09:00:00
2024-04-01T09:19:10,30.92,73.09,2024-04-01T09:00:00
2024-04-01T09:19:20,31.61,69.39,2024-04-01T09:00:00
2024-04-01T09:19:30,31.22,64.98,2024-04-01T09:00:00
2024-04-01T09:19:40,30.92,60.69,2024-04-01T09:00:00
2024-04-01T09:19:50,29.55,61.36,2024-04-01T09:00:00
2024-04-01T09:20:00,30.96,56.68,2024-04-01T09:00:00
2024-04-01T09:20:10,32.65,55.46,2024-04-01T09:00:00
2024-04-01T09:20:20,31.77,54.51,2024-04-01T09:00:00
2024-04-01T09:20:30,32.71,51.56,2024-04-01T09:00:00
2024-04-01T09:20:40,33.38,55.23,2024-04-01T09:00:00
2024-04-01T09:20:50,34.02,52.43,2024-04-01T09:00:00
2024-04-01T09:21:00,34.46,52.82,2024-04-01T09:00:00
2024-04-01T09:21:10,35.08,55.26,2024-04-01T09:00:00
2024-04-01T09:21:20,35.27,52.24,2024-04-01T09:00:00
2024-04-01T09:21:30,35.45,48.31,2024-04-01T09:00:00
2024-04-01T09:21:40,35.55,51.59,2024-04-01T09:00:00
2024-04-01T09:21:50,36.42,47.69,2024-04-01T09:00:00
2024-04-01T09:22:00,35.4,45.09,2024-04-01T09:00:00
2024-04-01T09:22:10,34.74,48.7,2024-04-01T09:00:00
2024-04-01T09:22:20,34.08,49.64,2024-04-01T09:00:00
2024-04-01T09:22:30,34.48,52.95,2024-04-01T09:00:00
2024-04-01T09:22:40,33.29,57.67,2024-04-01T09:00:00
2024-04-01T09:22:50,33.0,56.19,2024-04-01T09:00:00
2024-04-01T09:23:00,32.33,59.46,2024-04-01T09:00:00
2024-04-01T09:23:10,30.8,54.84,2024-04-01T09:00:00
2024-04-01T09:23:20,29.14,59.74,2024-04-01T09:00:00
2024-04-01T09:23:30,29.38,61.82,2024-04-01T09:00:00
2024-04-01T09:23:40,30.82,64.68,2024-04-01T09:00:00
2024-04-01T09:23:50,30.65,66.97,2024-04-01T09:00:00
2024-04-01T09:24:00,32.11,63.84,2024-04-01T09:00:00
2024-04-01T09:24:10,30.67,63.06,2024-04-01T09:00:00
2024-04-01T09:24:20,28.92,63.62,2024-04-01T09:00:00
2024-04-01T09:24:30,30.24,65.46,2024-04-01T09:00:00
2024-04-01T09:24:40,29.82,66.8,2024-04-01T09:00:00
2024-04-01T09:24:50,31.2,71.11,2024-04-01T09:00:00
2024-04-01T09:25:00,31.11,72.15,2024-04-01T09:00:00
2024-04-01T09:25:10,30.87,68.21,2024-04-01T09:00:00
2024-04-01T09:25:20,31.6,63.89,2024-04-01T09:00:00
2024-04-01T09:25:30,31.07,66.29,2024-04-01T09:00:00
2024-04-01T09:25:40,31.58,69.57,2024-04-01T09:00:00
2024-04-01T09:25:50,30.16,70.26,2024-04-01T09:00:00
2024-04-01T09:26:00,31.12,68.92,2024-04-01T09:00:00
2024-04-01T09:26:10,31.35,65.68,2024-04-01T09:00:00
2024-04-01T09:26:20,30.14,66.92,2024-04-01T09:00:00
2024-04-01T09:26:30,29.39,70.44,2024-04-01T09:00:00
2024-04-01T09:26:40,28.63,66.2,2024-04-01T09:00:00
2024-04-01T09:26:50,29.52,65.02,2024-04-01T09:00:00
2024-04-01T09:27:00,29.19,65.62,2024-04-01T09:00:00
2024-04-01T09:27:10,28.96,63.39,2024-04-01T09:00:00
2024-04-01T09:27:20,29.27,65.02,2024-04-01T09:00:00
2024-04-01T09:27:30,27.94,64.82,2024-04-01T09:00:00
2024-04-01T09:27:40,26.88,62.03,2024-04-01T09:00:00
2024-04-01T09:27:50,27.12,62.96,2024-04-01T09:00:00
2024-04-01T09:28:00,27.45,59.12,2024-04-01T09:00:00
2024-04-01T09:28:10,26.0,56.58,2024-04-01T09:00:00
2024-04-01T09:28:20,25.9,52.93,2024-04-01T09:00:00
2024-04-01T09:28:30,26.14,50.07,2024-04-01T09:00:00
2024-04-01T09:28:40,26.41,52.07,2024-04-01T09:00:00
2024-04-01T09:28:50,27.14,52.89,2024-04-01T09:00:00
2024-04-01T09:29:00,28.16,52.64,2024-04-01T09:00:00
2024-04-01T09:29:10,27.94,53.52,2024-04-01T09:00:00
2024-04-01T09:29:20,26.18,49.14,2024-04-01T09:00:00
2024-04-01T09:29:30,27.0,51.97,2024-04-01T09:00:00
2024-04-01T09:29:40,27.97,55.04,2024-04-01T09:00:00
2024-04-01T09:29:50,28.43,55.05,2024-04-01T09:00:00
2024-04-01T09:30:00,29.56,55.69,2024-04-01T09:00:00
2024-04-01T09:30:10,30.86,60.46,2024-04-01T09:00:00
2024-04-01T09:30:20,32.42,64.81,2024-04-01T09:00:00
2024-04-01T09:30:30,32.28,66.75,2024-04-01T09:00:00
2024-04-01T09:30:40,33.18,67.28,2024-04-01T09:00:00
2024-04-01T09:30:50,32.12,71.62,2024-04-01T09:00:00
2024-04-01T09:31:00,33.33,71.81,2024-04-01T09:00:00
2024-04-01T09:31:10,34.41,74.17,2024-04-01T09:00:00
2024-04-01T09:31:20,35.76,72.26,2024-04-01T09:00:00
2024-04-01T09:31:30,37.0,76.12,2024-04-01T09:00:00
2024-04-01T09:31:40,36.64,79.55,2024-04-01T09:00:00
2024-04-01T09:31:50,37.0,80.0,2024-04-01T09:00:00
2024-04-01T09:32:00,35.26,80.0,2024-04-01T09:00:00
2024-04-01T09:32:10,34.32,80.0,2024-04-01T09:00:00
2024-04-01T09:32:20,32.78,75.26,2024-04-01T09:00:00
2024-04-01T09:32:30,30.96,77.3,2024-04-01T09:00:00
2024-04-01T09:32:40,32.84,73.97,2024-04-01T09:00:00
2024-04-01T09:32:50,31.79,75.41,2024-04-01T09:00:00
2024-04-01T09:33:00,31.03,71.52,2024-04-01T09:00:00
2024-04-01T09:33:10,29.6,70.32,2024-04-01T09:00:00
2024-04-01T09:33:20,28.98,69.4,2024-04-01T09:00:00
2024-04-01T09:33:30,27.64,70.54,2024-04-01T09:00:00
2024-04-01T09:33:40,27.96,72.72,2024-04-01T09:00:00
2024-04-01T09:33:50,27.61,72.44,2024-04-01T09:00:00
2024-04-01T09:34:00,23.61,63.94,2024-04-01T09:00:00
2024-04-01T09:34:10,21.74,66.74,2024-04-01T09:00:00
2024-04-01T09:34:20,21.0,69.84,2024-04-01T09:00:00
2024-04-01T09:34:30,22.35,67.66,2024-04-01T09:00:00
2024-04-01T09:34:40,21.11,65.21,2024-04-01T09:00:00
2024-04-01T09:34:50,21.0,61.09,2024-04-01T09:00:00
2024-04-01T09:35:00,21.0,60.82,2024-04-01T09:00:00
2024-04-01T09:35:10,21.0,57.09,2024-04-01T09:00:00
2024-04-01T09:35:20,22.48,60.03,2024-04-01T09:00:00
2024-04-01T09:35:30,21.51,61.37,2024-04-01T09:00:00
2024-04-01T09:35:40,21.0,61.24,2024-04-01T09:00:00
2024-04-01T09:35:50,21.0,59.37,2024-04-01T09:00:00
2024-04-01T09:36:00,22.74,57.43,2024-04-01T09:00:00
2024-04-01T09:36:10,22.31,54.66,2024-04-01T09:00:00
2024-04-01T09:36:20,24.19,55.53,2024-04-01T09:00:00
2024-04-01T09:36:30,25.48,50.73,2024-04-01T09:00:00
2024-04-01T09:36:40,25.36,50.43,2024-04-01T09:00:00
2024-04-01T09:36:50,23.88,48.12,2024-04-01T09:00:00
2024-04-01T09:37:00,24.5,45.0,2024-04-01T09:00:00
2024-04-01T09:37:10,24.93,48.5,2024-04-01T09:00:00
2024-04-01T09:37:20,25.96,52.94,2024-04-01T09:00:00
2024-04-01T09:37:30,26.29,50.94,2024-04-01T09:00:00
2024-04-01T09:37:40,26.78,51.76,2024-04-01T09:00:00
2024-04-01T09:37:50,28.37,55.68,2024-04-01T09:00:00
2024-04-01T09:38:00,28.68,57.49,2024-04-01T09:00:00
2024-04-01T09:38:10,29.65,61.21,2024-04-01T09:00:00
2024-04-01T09:38:20,30.53,57.35,2024-04-01T09:00:00
2024-04-01T09:38:30,30.15,58.09,2024-04-01T09:00:00
2024-04-01T09:38:40,28.73,58.74,2024-04-01T09:00:00
2024-04-01T09:38:50,28.9,61.79,2024-04-01T09:00:00
2024-04-01T09:39:00,29.13,60.22,2024-04-01T09:00:00
2024-04-01T09:39:10,29.87,63.26,2024-04-01T09:00:00
2024-04-01T09:39:20,31.21,67.47,2024-04-01T09:00:00
2024-04-01T09:39:30,30.33,72.22,2024-04-01T09:00:00
2024-04-01T09:39:40,29.42,69.79,2024-04-01T09:00:00
2024-04-01T09:39:50,30.63,65.81,2024-04-01T09:00:00
2024-04-01T09:40:00,31.1,61.76,2024-04-01T09:00:00
2024-04-01T09:40:10,30.76,57.94,2024-04-01T09:00:00
2024-04-01T09:40:20,31.95,61.26,2024-04-01T09:00:00
2024-04-01T09:40:30,33.08,65.2,2024-04-01T09:00:00
2024-04-01T09:40:40,33.59,64.68,2024-04-01T09:00:00
2024-04-01T09:40:50,35.03,65.05,2024-04-01T09:00:00
2024-04-01T09:41:00,34.51,66.95,2024-04-01T09:00:00
2024-04-01T09:41:10,35.98,67.03,2024-04-01T09:00:00
2024-04-01T09:41:20,34.45,63.42,2024-04-01T09:00:00
2024-04-01T09:41:30,33.95,64.04,2024-04-01T09:00:00
2024-04-01T09:41:40,33.7,68.77,2024-04-01T09:00:00
2024-04-01T09:41:50,31.92,67.36,2024-04-01T09:00:00
2024-04-01T09:42:00,31.85,66.9,2024-04-01T09:00:00
2024-04-01T09:42:10,32.46,66.22,2024-04-01T09:00:00
2024-04-01T09:42:20,31.45,62.3,2024-04-01T09:00:00
2024-04-01T09:42:30,33.21,65.25,2024-04-01T09:00:00
2024-04-01T09:42:40,32.52,64.92,2024-04-01T09:00:00
2024-04-01T09:42:50,33.85,62.78,2024-04-01T09:00:00
2024-04-01T09:43:00,33.18,60.28,2024-04-01T09:00:00
2024-04-01T09:43:10,34.5,60.76,2024-04-01T09:00:00
2024-04-01T09:43:20,34.35,64.85,2024-04-01T09:00:00
2024-04-01T09:43:30,32.73,61.51,2024-04-01T09:00:00
2024-04-01T09:43:40,33.54,62.2,2024-04-01T09:00:00
2024-04-01T09:43:50,34.35,64.16,2024-04-01T09:00:00
2024-04-01T09:44:00,34.32,67.07,2024-04-01T09:00:00
2024-04-01T09:44:10,34.95,70.45,2024-04-01T09:00:00
2024-04-01T09:44:20,35.66,69.62,2024-04-01T09:00:00
2024-04-01T09:44:30,35.56,72.04,2024-04-01T09:00:00
2024-04-01T09:44:40,34.72,68.05,2024-04-01T09:00:00
2024-04-01T09:44:50,34.84,67.02,2024-04-01T09:00:00
2024-04-01T09:45:00,36.21,63.69,2024-04-01T09:00:00
2024-04-01T09:45:10,36.97,63.32,2024-04-01T09:00:00
2024-04-01T09:45:20,37.0,58.5,2024-04-01T09:00:00
2024-04-01T09:45:30,37.0,61.24,2024-04-01T09:00:00
2024-04-01T09:45:40,36.27,61.35,2024-04-01T09:00:00
2024-04-01T09:45:50,37.0,58.75,2024-04-01T09:00:00
2024-04-01T09:46:00,37.0,60.23,2024-04-01T09:00:00
2024-04-01T09:46:10,36.4,58.01,2024-04-01T09:00:00
2024-04-01T09:46:20,35.73,56.5,2024-04-01T09:00:00
2024-04-01T09:46:30,36.18,54.41,2024-04-01T09:00:00
2024-04-01T09:46:40,37.0,50.75,2024-04-01T09:00:00
2024-04-01T09:46:50,37.0,48.51,2024-04-01T09:00:00
2024-04-01T09:47:00,37.0,45.45,2024-04-01T09:00:00
2024-04-01T09:47:10,37.0,46.4,2024-04-01T09:00:00
2024-04-01T09:47:20,37.0,45.0,2024-04-01T09:00:00
2024-04-01T09:47:30,37.0,45.0,2024-04-01T09:00:00
2024-04-01T09:47:40,35.85,46.7,2024-04-01T09:00:00
2024-04-01T09:47:50,34.11,47.75,2024-04-01T09:00:00
2024-04-01T09:48:00,32.44,47.6,2024-04-01T09:14:00
2024-04-01T09:48:10,33.37,49.1,2024-04-01T09:14:00
2024-04-01T09:48:20,33.29,52.32,2024-04-01T09:14:00
2024-04-01T09:48:30,31.68,49.39,2024-04-01T09:14:00
2024-04-01T09:48:40,33.48,45.0,2024-04-01T09:14:00
2024-04-01T09:48:50,34.86,49.3,2024-04-01T09:14:00
2024-04-01T09:49:00,36.04,49.96,2024-04-01T09:14:00
2024-04-01T09:49:10,35.72,50.49,2024-04-01T09:14:00
2024-04-01T09:49:20,35.94,51.78,2024-04-01T09:14:00
2024-04-01T09:49:30,37.0,51.29,2024-04-01T09:14:00
2024-04-01T09:49:40,37.0,52.24,2024-04-01T09:14:00
2024-04-01T09:49:50,37.0,47.74,2024-04-01T09:14:00
2024-04-01T09:50:00,37.0,50.18,2024-04-01T09:14:00
2024-04-01T09:50:10,36.12,46.94,2024-04-01T09:14:00
2024-04-01T09:50:20,36.81,48.22,2024-04-01T09:14:00
2024-04-01T09:50:30,37.0,50.85,2024-04-01T09:14:00
2024-04-01T09:50:40,35.6,47.44,2024-04-01T09:14:00
2024-04-01T09:50:50,36.53,46.82,2024-04-01T09:14:00
2024-04-01T09:51:00,36.25,46.08,2024-04-01T09:14:00
2024-04-01T09:51:10,36.47,46.61,2024-04-01T09:14:00
2024-04-01T09:51:20,36.58,46.65,2024-04-01T09:14:00
2024-04-01T09:51:30,36.69,45.0,2024-04-01T09:14:00
2024-04-01T09:51:40,37.0,45.0,2024-04-01T09:14:00
2024-04-01T09:51:50,35.39,45.0,2024-04-01T09:14:00
2024-04-01T09:52:00,37.0,45.0,2024-04-01T09:14:00
2024-04-01T09:52:10,35.94,47.82,2024-04-01T09:14:00
2024-04-01T09:52:20,35.46,45.27,2024-04-01T09:14:00
2024-04-01T09:52:30,36.05,46.2,2024-04-01T09:17:00
2024-04-01T09:52:40,35.16,50.61,2024-04-01T09:17:00
2024-04-01T09:52:50,36.47,52.37,2024-04-01T09:17:00
2024-04-01T09:53:00,37.0,55.59,2024-04-01T09:17:00
2024-04-01T09:53:10,37.0,53.91,2024-04-01T09:17:00
2024-04-01T09:53:20,36.62,58.27,2024-04-01T09:17:00
2024-04-01T09:53:30,37.0,59.87,2024-04-01T09:17:00
2024-04-01T09:53:40,37.0,56.58,2024-04-01T09:17:00
2024-04-01T09:53:50,37.0,55.85,2024-04-01T09:17:00
2024-04-01T09:54:00,37.0,55.03,2024-04-01T09:17:00
2024-04-01T09:54:10,35.28,51.23,2024-04-01T09:17:00
2024-04-01T09:54:20,33.48,55.68,2024-04-01T09:17:00
2024-04-01T09:54:30,32.44,51.99,2024-04-01T09:17:00
2024-04-01T09:54:40,32.36,47.65,2024-04-01T09:17:00
2024-04-01T09:54:50,32.88,46.02,2024-04-01T09:17:00
2024-04-01T09:55:00,31.55,45.0,2024-04-01T09:17:00
2024-04-01T09:55:10,29.7,45.0,2024-04-01T09:17:00
2024-04-01T09:55:20,30.86,45.0,2024-04-01T09:17:00
2024-04-01T09:55:30,29.13,45.0,2024-04-01T09:17:00
2024-04-01T09:55:40,30.04,46.98,2024-04-01T09:17:00
2024-04-01T09:55:50,29.47,49.5,2024-04-01T09:17:00
2024-04-01T09:56:00,30.84,50.43,2024-04-01T09:17:00
2024-04-01T09:56:10,32.48,45.71,2024-04-01T09:17:00
2024-04-01T09:56:20,30.66,45.0,2024-04-01T09:17:00
2024-04-01T09:56:30,30.6,45.75,2024-04-01T09:17:00
2024-04-01T09:56:40,28.76,45.0,2024-04-01T09:17:00
2024-04-01T09:56:50,28.1,45.0,2024-04-01T09:17:00
2024-04-01T09:57:00,29.17,45.0,2024-04-01T09:17:00
2024-04-01T09:57:10,29.99,47.18,2024-04-01T09:17:00
2024-04-01T09:57:20,29.79,45.74,2024-04-01T09:17:00
2024-04-01T09:57:30,31.17,45.0,2024-04-01T09:17:00
2024-04-01T09:57:40,32.79,49.2,2024-04-01T09:17:00
2024-04-01T09:57:50,33.24,45.22,2024-04-01T09:17:00
2024-04-01T09:58:00,34.39,45.0,2024-04-01T09:17:00
2024-04-01T09:58:10,36.26,47.2,2024-04-01T09:17:00
2024-04-01T09:58:20,35.75,51.23,2024-04-01T09:17:00
2024-04-01T09:58:30,36.29,47.9,2024-04-01T09:17:00
2024-04-01T09:58:40,35.17,48.06,2024-04-01T09:17:00
2024-04-01T09:58:50,34.07,48.73,2024-04-01T09:17:00
2024-04-01T09:59:00,33.13,48.59,2024-04-01T09:17:00
2024-04-01T09:59:10,32.9,51.67,2024-04-01T09:17:00
2024-04-01T09:59:20,31.84,50.72,2024-04-01T09:17:00
2024-04-01T09:59:30,32.42,52.75,2024-04-01T09:17:00
2024-04-01T09:59:40,31.6,56.04,2024-04-01T09:17:00
2024-04-01T09:59:50,29.76,53.18,2024-04-01T09:17:00
2024-04-01T10:00:00,30.41,55.22,2024-04-01T09:17:00
2024-04-01T10:00:10,29.3,55.92,2024-04-01T09:17:00
2024-04-01T10:00:20,28.74,59.68,2024-04-01T09:17:00
2024-04-01T10:00:30,27.21,55.08,2024-04-01T09:17:00
2024-04-01T10:00:40,26.77,55.46,2024-04-01T09:17:00
2024-04-01T10:00:50,28.35,53.33,2024-04-01T09:17:00
2024-04-01T10:01:00,30.17,57.38,2024-04-01T09:17:00
2024-04-01T10:01:10,31.81,56.97,2024-04-01T09:17:00
2024-04-01T10:01:20,32.15,58.55,2024-04-01T09:17:00
2024-04-01T10:01:30,31.62,62.24,2024-04-01T09:17:00
2024-04-01T10:01:40,30.63,59.52,2024-04-01T09:17:00
2024-04-01T10:01:50,30.53,60.11,2024-04-01T09:17:00
2024-04-01T10:02:00,30.92,60.23,2024-04-01T09:17:00
2024-04-01T10:02:10,29.98,56.98,2024-04-01T09:17:00
2024-04-01T10:02:20,29.16,60.13,2024-04-01T09:17:00
2024-04-01T10:02:30,28.9,64.9,2024-04-01T09:17:00
2024-04-01T10:02:40,30.13,64.96,2024-04-01T09:17:00
2024-04-01T10:02:50,28.94,60.84,2024-04-01T09:17:00
2024-04-01T10:03:00,28.35,61.23,2024-04-01T09:17:00
2024-04-01T10:03:10,30.13,57.09,2024-04-01T09:17:00
2024-04-01T10:03:20,31.5,61.35,2024-04-01T09:17:00
2024-04-01T10:03:30,32.06,57.52,2024-04-01T09:17:00
2024-04-01T10:03:40,30.65,54.14,2024-04-01T09:17:00
2024-04-01T10:03:50,32.47,55.08,2024-04-01T09:17:00
2024-04-01T10:04:00,31.96,58.47,2024-04-01T09:17:00
2024-04-01T10:04:10,31.55,55.71,2024-04-01T09:17:00
2024-04-01T10:04:20,32.46,54.25,2024-04-01T09:17:00
2024-04-01T10:04:30,33.37,54.12,2024-04-01T09:17:00
2024-04-01T10:04:40,33.14,58.49,2024-04-01T09:17:00
2024-04-01T10:04:50,32.62,63.22,2024-04-01T09:17:00
2024-04-01T10:05:00,34.33,62.85,2024-04-01T09:17:00
2024-04-01T10:05:10,32.91,64.95,2024-04-01T09:17:00
2024-04-01T10:05:20,33.03,66.48,2024-04-01T09:17:00
2024-04-01T10:05:30,32.07,64.15,2024-04-01T09:17:00
2024-04-01T10:05:40,31.47,60.22,2024-04-01T09:17:00
2024-04-01T10:05:50,33.25,56.0,2024-04-01T09:17:00
2024-04-01T10:06:00,34.16,57.47,2024-04-01T09:17:00
2024-04-01T10:06:10,35.21,56.22,2024-04-01T09:17:00
2024-04-01T10:06:20,36.0,60.7,2024-04-01T09:17:00
2024-04-01T10:06:30,34.27,59.4,2024-04-01T09:17:00
2024-04-01T10:06:40,35.34,56.58,2024-04-01T09:17:00
2024-04-01T10:06:50,35.24,53.83,2024-04-01T09:17:00
2024-04-01T10:07:00,35.42,58.11,2024-04-01T09:17:00
2024-04-01T10:07:10,34.29,60.09,2024-04-01T09:17:00
2024-04-01T10:07:20,32.43,56.78,2024-04-01T09:17:00
2024-04-01T10:07:30,30.67,59.98,2024-04-01T09:17:00
2024-04-01T10:07:40,29.57,63.34,2024-04-01T09:17:00
2024-04-01T10:07:50,28.43,65.06,2024-04-01T09:17:00
2024-04-01T10:08:00,29.35,68.87,2024-04-01T09:17:00
2024-04-01T10:08:10,30.93,65.6,2024-04-01T09:17:00
